grid,year,circuitRef,location,trackLength,trackTurns,driverRef,driverNationality,constructorRef,constructorNationality
9,1999,monaco,Monte-Carlo,3.337,19,fisichella,Italian,benetton,Italian
14,2015,bahrain,Sakhir,5.412,15,alonso,Spanish,mclaren,British
18,2023,losail,Al Daayen,5.419,16,kevin_magnussen,Danish,haas,American
4,2019,spa,Spa,7.004,20,bottas,Finnish,mercedes,German
11,2008,shanghai,Shanghai,5.451,16,kubica,Polish,bmw_sauber,German
14,2013,spa,Spa,7.004,20,garde,Dutch,caterham,Malaysian
5,2016,hungaroring,Budapest,4.381,14,vettel,German,ferrari,Italian
19,2024,imola,Imola,4.909,19,sargeant,American,williams,British
6,2015,monza,Monza,5.793,11,bottas,Finnish,williams,British
13,2022,yas_marina,Abu Dhabi,5.281,16,ricciardo,Australian,mclaren,British
9,2016,rodriguez,Mexico City,4.304,17,massa,Brazilian,williams,British
11,2023,zandvoort,Zandvoort,4.259,14,stroll,Canadian,aston_martin,British
5,2010,shanghai,Shanghai,5.451,16,button,British,mclaren,British
12,2021,silverstone,Silverstone,5.891,18,russell,British,williams,British
22,2011,catalunya,Montmeló,4.657,14,karthikeyan,Indian,hrt,Spanish
10,2015,catalunya,Montmeló,4.657,14,ricciardo,Australian,red_bull,Austrian
5,2003,interlagos,São Paulo,4.309,15,trulli,Italian,renault,French
18,2007,albert_park,Melbourne,5.278,16,coulthard,British,red_bull,Austrian
9,2002,interlagos,São Paulo,4.309,15,heidfeld,German,sauber,Swiss
17,2015,hungaroring,Budapest,4.381,14,ericsson,Swedish,sauber,Swiss
18,2013,monaco,Monte-Carlo,3.337,19,pic,French,caterham,Malaysian
4,2010,istanbul,Istanbul,5.338,14,button,British,mclaren,British
24,2012,spa,Spa,7.004,20,karthikeyan,Indian,hrt,Spanish
17,1996,imola,Imola,4.909,19,diniz,Brazilian,ligier,French
22,2012,catalunya,Montmeló,4.657,14,rosa,Spanish,hrt,Spanish
10,2016,spa,Spa,7.004,20,massa,Brazilian,williams,British
15,2008,hungaroring,Budapest,4.381,14,heidfeld,German,bmw_sauber,German
14,2019,red_bull_ring,Spielberg,4.318,10,stroll,Canadian,racing_point,British
1,1998,silverstone,Silverstone,5.891,18,hakkinen,Finnish,mclaren,British
17,2023,yas_marina,Abu Dhabi,5.281,16,kevin_magnussen,Danish,haas,American
11,2007,monaco,Monte-Carlo,3.337,19,wurz,Austrian,williams,British
12,2022,rodriguez,Mexico City,4.304,17,zhou,Chinese,alfa,Swiss
22,2011,yeongam,Yeongam County,5.615,18,ambrosio,Belgian,virgin,British
16,2012,monza,Monza,5.793,11,vergne,French,toro_rosso,Italian
6,1999,nurburgring,Nürburg,5.148,15,fisichella,Italian,benetton,Italian
14,2003,catalunya,Montmeló,4.657,14,heidfeld,German,sauber,Swiss
3,2019,bahrain,Sakhir,5.412,15,hamilton,British,mercedes,German
19,2024,marina_bay,Marina Bay,4.94,19,bottas,Finnish,sauber,Swiss
18,1997,magny_cours,Magny Cours,4.411,16,verstappen,Dutch,tyrrell,British
4,2019,bahrain,Sakhir,5.412,15,bottas,Finnish,mercedes,German
15,2015,sepang,Kuala Lumpur,5.543,15,sainz,Spanish,toro_rosso,Italian
8,2004,bahrain,Sakhir,5.412,15,panis,French,toyota,Japanese
2,2024,miami,Miami,5.412,19,leclerc,Monegasque,ferrari,Italian
10,2003,monza,Monza,5.793,11,villeneuve,Canadian,bar,British
15,2019,albert_park,Melbourne,5.278,16,kvyat,Russian,toro_rosso,Italian
22,1998,interlagos,São Paulo,4.309,15,diniz,Brazilian,arrows,British
18,2006,magny_cours,Magny Cours,4.411,16,rosberg,German,williams,British
17,2016,silverstone,Silverstone,5.891,18,button,British,mclaren,British
5,2013,americas,Austin,5.513,20,hamilton,British,mercedes,German
14,2011,silverstone,Silverstone,5.891,18,petrov,Russian,renault,French
4,2023,baku,Baku,6.003,20,sainz,Spanish,ferrari,Italian
2,2024,villeneuve,Montreal,4.361,14,max_verstappen,Dutch,red_bull,Austrian
7,2011,spa,Spa,7.004,20,bruno_senna,Brazilian,renault,French
15,2011,catalunya,Montmeló,4.657,14,kovalainen,Finnish,lotus_racing,Malaysian
2,1996,galvez,Buenos Aires,4.259,18,michael_schumacher,German,ferrari,Italian
10,2008,bahrain,Sakhir,5.412,15,alonso,Spanish,renault,French
8,2024,yas_marina,Abu Dhabi,5.281,16,alonso,Spanish,aston_martin,British
20,2009,silverstone,Silverstone,5.891,18,sutil,German,force_india,Indian
4,2005,istanbul,Istanbul,5.338,14,montoya,Colombian,mclaren,British
1,2022,imola,Imola,4.909,19,max_verstappen,Dutch,red_bull,Austrian
1,2016,suzuka,Suzuka,5.807,18,rosberg,German,mercedes,German
17,2019,shanghai,Shanghai,5.451,16,russell,British,williams,British
9,2017,shanghai,Shanghai,5.451,16,kvyat,Russian,toro_rosso,Italian
3,2000,sepang,Kuala Lumpur,5.543,15,coulthard,British,mclaren,British
7,2000,villeneuve,Montreal,4.361,14,trulli,Italian,jordan,Irish
1,2010,istanbul,Istanbul,5.338,14,webber,Australian,red_bull,Austrian
1,2013,catalunya,Montmeló,4.657,14,rosberg,German,mercedes,German
5,2022,monaco,Monte-Carlo,3.337,19,norris,British,mclaren,British
3,2020,red_bull_ring,Spielberg,4.318,10,norris,British,mclaren,British
9,1998,monaco,Monte-Carlo,3.337,19,herbert,British,sauber,Swiss
20,2021,red_bull_ring,Spielberg,4.318,10,mazepin,Russian,haas,American
3,2017,rodriguez,Mexico City,4.304,17,hamilton,British,mercedes,German
14,2009,catalunya,Montmeló,4.657,14,hamilton,British,mclaren,British
13,2015,red_bull_ring,Spielberg,4.318,10,perez,Mexican,force_india,Indian
19,2003,monaco,Monte-Carlo,3.337,19,wilson,British,minardi,Italian
6,2020,mugello,Mugello,5.245,15,stroll,Canadian,racing_point,British
16,2024,interlagos,São Paulo,4.309,15,colapinto,Argentinian ,williams,British
20,2016,villeneuve,Montreal,4.361,14,sainz,Spanish,toro_rosso,Italian
2,2003,nurburgring,Nürburg,5.148,15,michael_schumacher,German,ferrari,Italian
7,2017,yas_marina,Abu Dhabi,5.281,16,hulkenberg,German,renault,French
10,1998,catalunya,Montmeló,4.657,14,villeneuve,Canadian,williams,British
8,2019,americas,Austin,5.513,20,norris,British,mclaren,British
9,2015,marina_bay,Marina Bay,4.94,19,massa,Brazilian,williams,British
6,2023,suzuka,Suzuka,5.807,18,sainz,Spanish,ferrari,Italian
4,1999,silverstone,Silverstone,5.891,18,irvine,British,ferrari,Italian
15,2021,spa,Spa,7.004,20,norris,British,mclaren,British
20,2013,monaco,Monte-Carlo,3.337,19,jules_bianchi,French,marussia,Russian
0,2019,baku,Baku,6.003,20,gasly,French,red_bull,Austrian
14,2008,catalunya,Montmeló,4.657,14,glock,German,toyota,Japanese
7,2000,silverstone,Silverstone,5.891,18,ralf_schumacher,German,williams,British
15,2009,albert_park,Melbourne,5.278,16,fisichella,Italian,force_india,Indian
2,1997,imola,Imola,4.909,19,frentzen,German,williams,British
6,2002,hungaroring,Budapest,4.381,14,trulli,Italian,renault,French
6,2013,sepang,Kuala Lumpur,5.543,15,rosberg,German,mercedes,German
15,1999,albert_park,Melbourne,5.278,16,zanardi,Italian,williams,British
12,2016,catalunya,Montmeló,4.657,14,button,British,mclaren,British
18,2010,albert_park,Melbourne,5.278,16,petrov,Russian,renault,French
20,2008,monza,Monza,5.793,11,sutil,German,force_india,Indian
13,2023,villeneuve,Montreal,4.361,14,kevin_magnussen,Danish,haas,American
3,2019,silverstone,Silverstone,5.891,18,leclerc,Monegasque,ferrari,Italian
1,2012,villeneuve,Montreal,4.361,14,vettel,German,red_bull,Austrian
18,2017,hungaroring,Budapest,4.381,14,wehrlein,German,sauber,Swiss
24,2012,silverstone,Silverstone,5.891,18,pic,French,marussia,Russian
2,2003,hungaroring,Budapest,4.381,14,ralf_schumacher,German,williams,British
22,2012,yeongam,Yeongam County,5.615,18,rosa,Spanish,hrt,Spanish
10,1996,suzuka,Suzuka,5.807,18,brundle,British,jordan,Irish
18,2021,zandvoort,Zandvoort,4.259,14,mazepin,Russian,haas,American
5,1996,monaco,Monte-Carlo,3.337,19,coulthard,British,mclaren,British
8,2019,monaco,Monte-Carlo,3.337,19,gasly,French,red_bull,Austrian
20,2009,nurburgring,Nürburg,5.148,15,glock,German,toyota,Japanese
18,2024,vegas,Las Vegas,6.201,17,stroll,Canadian,aston_martin,British
7,2023,marina_bay,Marina Bay,4.94,19,alonso,Spanish,aston_martin,British
7,2024,silverstone,Silverstone,5.891,18,sainz,Spanish,ferrari,Italian
5,2016,sochi,Sochi,5.848,15,ricciardo,Australian,red_bull,Austrian
3,2024,vegas,Las Vegas,6.201,17,gasly,French,alpine,French
22,2013,hungaroring,Budapest,4.381,14,chilton,British,marussia,Russian
6,2011,marina_bay,Marina Bay,4.94,19,massa,Brazilian,ferrari,Italian
18,2012,suzuka,Suzuka,5.807,18,glock,German,marussia,Russian
16,2017,monza,Monza,5.793,11,ricciardo,Australian,red_bull,Austrian
13,2016,sepang,Kuala Lumpur,5.543,15,gutierrez,Mexican,haas,American
3,2014,spa,Spa,7.004,20,vettel,German,red_bull,Austrian
12,2017,albert_park,Melbourne,5.278,16,alonso,Spanish,mclaren,British
14,2010,albert_park,Melbourne,5.278,16,rosa,Spanish,sauber,Swiss
6,2003,magny_cours,Magny Cours,4.411,16,trulli,Italian,renault,French
18,2013,interlagos,São Paulo,4.309,15,pic,French,caterham,Malaysian
2,2017,baku,Baku,6.003,20,bottas,Finnish,mercedes,German
13,1997,jerez,Jerez de la Frontera,4.428,13,diniz,Brazilian,arrows,British
6,1999,spa,Spa,7.004,20,irvine,British,ferrari,Italian
17,2012,interlagos,São Paulo,4.309,15,vergne,French,toro_rosso,Italian
18,2005,nurburgring,Nürburg,5.148,15,friesacher,Austrian,minardi,Italian
10,2004,monza,Monza,5.793,11,coulthard,British,mclaren,British
8,2007,monaco,Monte-Carlo,3.337,19,kubica,Polish,bmw_sauber,German
19,2012,albert_park,Melbourne,5.278,16,petrov,Russian,caterham,Malaysian
17,2017,monaco,Monte-Carlo,3.337,19,stroll,Canadian,williams,British
10,2017,monaco,Monte-Carlo,3.337,19,hulkenberg,German,renault,French
19,2000,magny_cours,Magny Cours,4.411,16,zonta,Brazilian,bar,British
7,1996,interlagos,São Paulo,4.309,15,hakkinen,Finnish,mclaren,British
3,2022,marina_bay,Marina Bay,4.94,19,hamilton,British,mercedes,German
2,2000,magny_cours,Magny Cours,4.411,16,coulthard,British,mclaren,British
11,2006,interlagos,São Paulo,4.309,15,webber,Australian,williams,British
14,2006,suzuka,Suzuka,5.807,18,webber,Australian,williams,British
17,2014,interlagos,São Paulo,4.309,15,kvyat,Russian,toro_rosso,Italian
13,2011,interlagos,São Paulo,4.309,15,alguersuari,Spanish,toro_rosso,Italian
4,2005,hungaroring,Budapest,4.381,14,raikkonen,Finnish,mclaren,British
16,2024,monza,Monza,5.793,11,tsunoda,Japanese,rb,Italian
15,2014,americas,Austin,5.513,20,gutierrez,Mexican,sauber,Swiss
11,2019,shanghai,Shanghai,5.451,16,kvyat,Russian,toro_rosso,Italian
7,2013,marina_bay,Marina Bay,4.94,19,alonso,Spanish,ferrari,Italian
10,2006,monaco,Monte-Carlo,3.337,19,ralf_schumacher,German,toyota,Japanese
4,2011,nurburgring,Nürburg,5.148,15,alonso,Spanish,ferrari,Italian
13,2010,spa,Spa,7.004,20,kovalainen,Finnish,lotus_racing,Malaysian
6,2019,monaco,Monte-Carlo,3.337,19,ricciardo,Australian,renault,French
1,2010,yeongam,Yeongam County,5.615,18,vettel,German,red_bull,Austrian
14,2007,albert_park,Melbourne,5.278,16,button,British,honda,Japanese
10,2022,imola,Imola,4.909,19,mick_schumacher,German,haas,American
14,2013,americas,Austin,5.513,20,vergne,French,toro_rosso,Italian
10,2024,spa,Spa,7.004,20,albon,Thai,williams,British
20,2013,buddh,Uttar Pradesh,5.141,16,garde,Dutch,caterham,Malaysian
4,2015,monza,Monza,5.793,11,rosberg,German,mercedes,German
4,2021,losail,Al Daayen,5.419,16,norris,British,mclaren,British
21,2014,bahrain,Sakhir,5.412,15,chilton,British,marussia,Russian
11,2021,red_bull_ring,Spielberg,4.318,10,vettel,German,aston_martin,British
5,1997,hungaroring,Budapest,4.381,14,irvine,British,ferrari,Italian
9,2004,monaco,Monte-Carlo,3.337,19,montoya,Colombian,williams,British
7,2021,zandvoort,Zandvoort,4.259,14,giovinazzi,Italian,alfa,Swiss
1,2002,imola,Imola,4.909,19,michael_schumacher,German,ferrari,Italian
2,2012,spa,Spa,7.004,20,kobayashi,Japanese,sauber,Swiss
6,2001,hungaroring,Budapest,4.381,14,hakkinen,Finnish,mclaren,British
4,2012,catalunya,Montmeló,4.657,14,raikkonen,Finnish,lotus_f1,British
9,2007,silverstone,Silverstone,5.891,18,heidfeld,German,bmw_sauber,German
18,2019,silverstone,Silverstone,5.891,18,stroll,Canadian,racing_point,British
4,2017,spa,Spa,7.004,20,raikkonen,Finnish,ferrari,Italian
8,2021,catalunya,Montmeló,4.657,14,perez,Mexican,red_bull,Austrian
6,2016,bahrain,Sakhir,5.412,15,bottas,Finnish,williams,British
8,2022,hungaroring,Budapest,4.381,14,bottas,Finnish,alfa,Swiss
20,2020,nurburgring,Nürburg,5.148,15,hulkenberg,German,racing_point,British
16,2015,spa,Spa,7.004,20,raikkonen,Finnish,ferrari,Italian
16,2001,magny_cours,Magny Cours,4.411,16,fisichella,Italian,benetton,Italian
13,2002,red_bull_ring,Spielberg,4.318,10,button,British,renault,French
19,2012,bahrain,Sakhir,5.412,15,pic,French,marussia,Russian
13,2006,bahrain,Sakhir,5.412,15,coulthard,British,red_bull,Austrian
10,2015,monaco,Monte-Carlo,3.337,19,button,British,mclaren,British
19,2004,magny_cours,Magny Cours,4.411,16,bruni,Italian,minardi,Italian
15,2002,red_bull_ring,Spielberg,4.318,10,fisichella,Italian,jordan,Irish
18,2018,sochi,Sochi,5.848,15,ricciardo,Australian,red_bull,Austrian
1,2010,monaco,Monte-Carlo,3.337,19,webber,Australian,red_bull,Austrian
19,2012,hockenheimring,Hockenheim,4.574,16,grosjean,French,lotus_f1,British
8,2018,ricard,Le Castellet,5.842,15,leclerc,Monegasque,sauber,Swiss
6,1997,villeneuve,Montreal,4.361,14,fisichella,Italian,jordan,Irish
7,2021,monza,Monza,5.793,11,giovinazzi,Italian,alfa,Swiss
4,2011,interlagos,São Paulo,4.309,15,hamilton,British,mclaren,British
17,2012,americas,Austin,5.513,20,rosberg,German,mercedes,German
9,2012,hockenheimring,Hockenheim,4.574,16,resta,British,force_india,Indian
1,2016,sochi,Sochi,5.848,15,rosberg,German,mercedes,German
20,2001,magny_cours,Magny Cours,4.411,16,bernoldi,Brazilian,arrows,British
3,2022,miami,Miami,5.412,19,max_verstappen,Dutch,red_bull,Austrian
19,2023,catalunya,Montmeló,4.657,14,leclerc,Monegasque,ferrari,Italian
7,2014,red_bull_ring,Spielberg,4.318,10,kvyat,Russian,toro_rosso,Italian
19,2017,catalunya,Montmeló,4.657,14,kvyat,Russian,toro_rosso,Italian
9,2018,villeneuve,Montreal,4.361,14,sainz,Spanish,renault,French
19,2021,jeddah,Jeddah,6.174,27,mick_schumacher,German,haas,American
1,2000,albert_park,Melbourne,5.278,16,hakkinen,Finnish,mclaren,British
0,2018,silverstone,Silverstone,5.891,18,brendon_hartley,New Zealander,toro_rosso,Italian
12,2024,rodriguez,Mexico City,4.304,17,lawson,New Zealander,rb,Italian
9,2004,bahrain,Sakhir,5.412,15,matta,Brazilian,toyota,Japanese
12,2011,marina_bay,Marina Bay,4.94,19,barrichello,Brazilian,williams,British
9,2019,spa,Spa,7.004,20,grosjean,French,haas,American
5,2008,spa,Spa,7.004,20,heidfeld,German,bmw_sauber,German
14,2022,jeddah,Jeddah,6.174,27,ricciardo,Australian,mclaren,British
15,2018,sochi,Sochi,5.848,15,vandoorne,Belgian,mclaren,British
13,2011,silverstone,Silverstone,5.891,18,michael_schumacher,German,mercedes,German
20,1997,nurburgring,Nürburg,5.148,15,salo,Finnish,tyrrell,British
4,2019,shanghai,Shanghai,5.451,16,leclerc,Monegasque,ferrari,Italian
4,2005,sepang,Kuala Lumpur,5.543,15,webber,Australian,williams,British
3,2018,suzuka,Suzuka,5.807,18,max_verstappen,Dutch,red_bull,Austrian
3,1997,red_bull_ring,Spielberg,4.318,10,trulli,Italian,prost,French
16,2023,interlagos,São Paulo,4.309,15,tsunoda,Japanese,alphatauri,Italian
17,2005,monza,Monza,5.793,11,monteiro,Portuguese,jordan,Irish
3,2024,baku,Baku,6.003,20,sainz,Spanish,ferrari,Italian
14,2022,ricard,Le Castellet,5.842,15,gasly,French,alphatauri,Italian
3,2012,monza,Monza,5.793,11,massa,Brazilian,ferrari,Italian
10,2002,imola,Imola,4.909,19,villeneuve,Canadian,bar,British
11,2020,catalunya,Montmeló,4.657,14,vettel,German,ferrari,Italian
10,2008,albert_park,Melbourne,5.278,16,barrichello,Brazilian,honda,Japanese
13,2003,suzuka,Suzuka,5.807,18,sato,Japanese,bar,British
1,2020,bahrain,Sakhir,5.412,15,hamilton,British,mercedes,German
7,2012,catalunya,Montmeló,4.657,14,vettel,German,red_bull,Austrian
13,1996,imola,Imola,4.909,19,panis,French,ligier,French
12,1999,monza,Monza,5.793,11,trulli,Italian,prost,French
22,2001,albert_park,Melbourne,5.278,16,marques,Brazilian,minardi,Italian
14,2007,shanghai,Shanghai,5.451,16,davidson,British,super_aguri,Japanese
16,2011,shanghai,Shanghai,5.451,16,heidfeld,German,renault,French
5,2010,catalunya,Montmeló,4.657,14,button,British,mclaren,British
10,2015,hungaroring,Budapest,4.381,14,grosjean,French,lotus_f1,British
22,2013,interlagos,São Paulo,4.309,15,chilton,British,marussia,Russian
10,1998,hungaroring,Budapest,4.381,14,ralf_schumacher,German,jordan,Irish
3,2009,silverstone,Silverstone,5.891,18,webber,Australian,red_bull,Austrian
12,2009,suzuka,Suzuka,5.807,18,alguersuari,Spanish,toro_rosso,Italian
11,2024,shanghai,Shanghai,5.451,16,stroll,Canadian,aston_martin,British
14,2019,albert_park,Melbourne,5.278,16,giovinazzi,Italian,alfa,Swiss
1,2021,losail,Al Daayen,5.419,16,hamilton,British,mercedes,German
7,2014,hungaroring,Budapest,4.381,14,button,British,mclaren,British
7,1997,nurburgring,Nürburg,5.148,15,berger,Austrian,benetton,Italian
22,2016,villeneuve,Montreal,4.361,14,kevin_magnussen,Danish,renault,French
13,2009,monza,Monza,5.793,11,kubica,Polish,bmw_sauber,German
11,2024,bahrain,Sakhir,5.412,15,tsunoda,Japanese,rb,Italian
14,2015,hungaroring,Budapest,4.381,14,maldonado,Venezuelan,lotus_f1,British
4,2020,istanbul,Istanbul,5.338,14,albon,Thai,red_bull,Austrian
12,2001,indianapolis,Indianapolis,4.192,13,fisichella,Italian,benetton,Italian
19,2008,fuji,Oyama,4.563,16,sutil,German,force_india,Indian
14,2014,monza,Monza,5.793,11,sutil,German,sauber,Swiss
3,2002,imola,Imola,4.909,19,ralf_schumacher,German,williams,British
19,2002,hockenheimring,Hockenheim,4.574,16,salo,Finnish,toyota,Japanese
9,2021,catalunya,Montmeló,4.657,14,norris,British,mclaren,British
15,2021,losail,Al Daayen,5.419,16,russell,British,williams,British
2,2024,shanghai,Shanghai,5.451,16,perez,Mexican,red_bull,Austrian
11,1997,imola,Imola,4.909,19,berger,Austrian,benetton,Italian
3,1998,imola,Imola,4.909,19,michael_schumacher,German,ferrari,Italian
1,2001,interlagos,São Paulo,4.309,15,michael_schumacher,German,ferrari,Italian
4,2020,mugello,Mugello,5.245,15,albon,Thai,red_bull,Austrian
9,2024,spa,Spa,7.004,20,ocon,French,alpine,French
16,2022,red_bull_ring,Spielberg,4.318,10,tsunoda,Japanese,alphatauri,Italian
17,2016,monaco,Monte-Carlo,3.337,19,ericsson,Swedish,sauber,Swiss
11,2021,hungaroring,Budapest,4.381,14,ricciardo,Australian,mclaren,British
18,2023,bahrain,Sakhir,5.412,15,piastri,Australian,mclaren,British
7,2023,jeddah,Jeddah,6.174,27,hamilton,British,mercedes,German
10,2005,suzuka,Suzuka,5.807,18,massa,Brazilian,sauber,Swiss
11,2016,catalunya,Montmeló,4.657,14,hulkenberg,German,force_india,Indian
20,1997,catalunya,Montmeló,4.657,14,katayama,Japanese,minardi,Italian
19,2020,nurburgring,Nürburg,5.148,15,raikkonen,Finnish,alfa,Swiss
11,2002,interlagos,São Paulo,4.309,15,rosa,Spanish,jaguar,British
7,2024,yas_marina,Abu Dhabi,5.281,16,hulkenberg,German,haas,American
21,1999,spa,Spa,7.004,20,gene,Spanish,minardi,Italian
14,2024,spa,Spa,7.004,20,bottas,Finnish,sauber,Swiss
4,2004,sepang,Kuala Lumpur,5.543,15,montoya,Colombian,williams,British
13,2007,sepang,Kuala Lumpur,5.543,15,coulthard,British,red_bull,Austrian
3,2023,bahrain,Sakhir,5.412,15,leclerc,Monegasque,ferrari,Italian
13,2010,interlagos,São Paulo,4.309,15,rosberg,German,mercedes,German
5,2011,hungaroring,Budapest,4.381,14,alonso,Spanish,ferrari,Italian
18,2009,bahrain,Sakhir,5.412,15,webber,Australian,red_bull,Austrian
16,2017,catalunya,Montmeló,4.657,14,ericsson,Swedish,sauber,Swiss
9,2010,monza,Monza,5.793,11,kubica,Polish,renault,French
22,2014,hungaroring,Budapest,4.381,14,hamilton,British,mercedes,German
22,2006,nurburgring,Nürburg,5.148,15,rosberg,German,williams,British
14,2006,indianapolis,Indianapolis,4.192,13,albers,Dutch,mf1,Russian
13,2020,mugello,Mugello,5.245,15,raikkonen,Finnish,alfa,Swiss
9,2003,hungaroring,Budapest,4.381,14,coulthard,British,mclaren,British
10,2014,bahrain,Sakhir,5.412,15,vettel,German,red_bull,Austrian
13,2014,hungaroring,Budapest,4.381,14,gutierrez,Mexican,sauber,Swiss
7,1997,hungaroring,Budapest,4.381,14,berger,Austrian,benetton,Italian
17,2006,monza,Monza,5.793,11,liuzzi,Italian,toro_rosso,Italian
13,2024,yas_marina,Abu Dhabi,5.281,16,stroll,Canadian,aston_martin,British
14,2021,sochi,Sochi,5.848,15,mick_schumacher,German,haas,American
14,2024,bahrain,Sakhir,5.412,15,ricciardo,Australian,rb,Italian
4,2019,catalunya,Montmeló,4.657,14,max_verstappen,Dutch,red_bull,Austrian
3,2014,catalunya,Montmeló,4.657,14,ricciardo,Australian,red_bull,Austrian
20,2006,albert_park,Melbourne,5.278,16,monteiro,Portuguese,mf1,Russian
15,2019,sochi,Sochi,5.848,15,raikkonen,Finnish,alfa,Swiss
13,2016,albert_park,Melbourne,5.278,16,jolyon_palmer,British,renault,French
4,2016,marina_bay,Marina Bay,4.94,19,max_verstappen,Dutch,red_bull,Austrian
20,2007,fuji,Oyama,4.563,16,sutil,German,spyker,Dutch
18,2001,catalunya,Montmeló,4.657,14,alonso,Spanish,minardi,Italian
12,2019,sochi,Sochi,5.848,15,giovinazzi,Italian,alfa,Swiss
